08 09 2017, 0.00,8.77
09 09 2017, 0.00,14.35
10 09 2017, 0.00,14.47
12 09 2017, 0.00,12.29
13 09 2017, 0.00,18.27
14 09 2017, 0.00,14.82
15 09 2017, 0.00,13.60
16 09 2017, 0.00,9.87
19 09 2017, 2141.85,23.98
20 09 2017, 1168.95,31.85
21 09 2017, 0.00,10.40
22 09 2017, 59.64,10.72
23 09 2017, 0.00,9.27
24 09 2017, 0.00,9.09
28 09 2017, 0.00,8.46
29 09 2017, 0.00,5.89
30 09 2017, 0.00,6.65
01 10 2017, 0.00,7.98
02 10 2017, 0.00,6.81
04 10 2017, 0.00,6.72
05 10 2017, 0.00,7.19
06 10 2017, 84.77,12.51
07 10 2017, 0.00,6.96
09 10 2017, 0.00,11.79
10 10 2017, 0.00,9.79
11 10 2017, 0.00,8.57
12 10 2017, 0.00,7.66
13 10 2017, 0.00,8.51
14 10 2017, 0.00,7.57
15 10 2017, 0.00,5.41
16 10 2017, 0.00,7.35
17 10 2017, 0.00,6.03
18 10 2017, 0.00,6.78
19 10 2017, 0.00,9.49
22 10 2017, 140.97,17.89
23 10 2017, 36.22,15.73
24 10 2017, 33.13,13.81
25 10 2017, 0.00,6.81
26 10 2017, 0.00,7.61
27 10 2017, 0.00,8.77
29 10 2017, 1403.40,15.64
30 10 2017, 0.00,5.60
31 10 2017, 969.55,17.07
01 11 2017, 11.02,12.28
02 11 2017, 378.37,14.49
04 11 2017, 1191.67,16.33
06 11 2017, 0.00,4.21
07 11 2017, 0.00,4.88
08 11 2017, 0.00,9.16
09 11 2017, 0.00,10.51
10 11 2017, 0.63,12.18
11 11 2017, 106.85,14.23
12 11 2017, 614.60,15.82
13 11 2017, 0.00,8.68
14 11 2017, 0.00,5.05
15 11 2017, 0.00,4.30
16 11 2017, 0.00,4.76
17 11 2017, 0.00,4.68
18 11 2017, 0.00,4.51
19 11 2017, 0.00,4.71
20 11 2017, 0.00,7.42
21 11 2017, 0.00,9.86
22 11 2017, 0.30,16.36
23 11 2017, 14.82,21.07
24 11 2017, 159.15,15.39
25 11 2017, 694.75,19.26
26 11 2017, 268.92,12.66
27 11 2017, 185.90,16.08
28 11 2017, 534.45,16.90
29 11 2017, 0.00,5.18
30 11 2017, 22.80,17.29
01 12 2017, 977.31,14.56
02 12 2017, 248.14,15.63
04 12 2017, 19.32,9.71
05 12 2017, 0.00,6.36
06 12 2017, 0.00,9.24
07 12 2017, 308.82,12.80
09 12 2017, 0.00,5.79
10 12 2017, 0.00,4.41
11 12 2017, 0.00,3.17
12 12 2017, 0.00,2.17
13 12 2017, 0.00,4.92
14 12 2017, 0.00,6.27
15 12 2017, 70.71,11.91
16 12 2017, 44.63,12.19
17 12 2017, 0.00,6.36
18 12 2017, 0.00,5.07
19 12 2017, 0.00,3.38
20 12 2017, 0.00,3.44
21 12 2017, 0.00,3.41
22 12 2017, 0.00,3.09
23 12 2017, 0.00,2.27
24 12 2017, 0.00,4.68
25 12 2017, 0.00,4.03
26 12 2017, 0.00,4.61
27 12 2017, 0.00,3.02
28 12 2017, 0.00,4.33
29 12 2017, 0.00,4.78
30 12 2017, 0.00,4.42
31 12 2017, 0.00,6.03
